Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,
0.9,ls,gr-sts,,,280.7,,280.7,58,-2.010664835,0.141975477,-4.835282095,0.135952144,mtx
0.2,ls,gr,bd,,282.6,,282.6,60,-2.323117824,0.065196062,-6.00220168,0.174902478,mtx
0.9,si,sts,,,283.4,,283.4,62,-2.98576517,0.067665417,-4.235048067,0.178515791,mtx
1.1,ls,ri,bd,,290.3,,290.3,64,-3.999489692,0.098258305,-7.561618637,0.024659331,mtx
1,si,sts,,,293.8,,293.8,66,,,,,mtx
0.4,ls,gr,bd,,304.2,,304.2,68,-5.462506468,0.077840097,-7.947838863,0.14390851,mtx
17.6,si,bs,,,320.9,,320.9,70,-4.321427136,0.115037391,-4.254472097,0.163043717,mtx
7.4,si,sts,,,369.4,,369.4,71,-3.229856266,0.144329587,-12.11036279,0.196664277,mtx
14.5,si,sts-gr,,,382.7,SUB 1.0,381.7,74,-1.468929571,0.115521154,-12.23923752,0.171583818,mtx
0.1,ls,gr,,,383.8,,382.8,74,-0.044087443,0.134582552,-12.04842439,0.213774214,mtx
83.3,si,sts,,,390.2,,389.2,75,-1.571062019,0.036379275,-9.282159916,0.12176487,mtx
0.8,ls,gr,,,,,,,,,,,
9.1,si,sts-gr,,,,,,,,,,,
0.4,ls,gr,bd,,,,,,,,,,
1.8,si,fss,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,
0.6,si,fss,,,,,,,,,,,
0.4,ls,gr,bd,,,,,,,,,,
6.3,si,fss,,,,,,,,,,,
0.6,ls,gr,bd,,,,,,,,,,
3.1,si,fss,,,,,,,,,,,
0.8,ls,gr-fss,,,,,,,,,,,
9.5,si,fss-gr,,,,,,,,,,,
0.5,ls,gr,bd,,,,,,,,,,
16.3,si,fss-gr,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,
48.5,si,fss-gr,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,
12.1,si,fss,,,,,,,,,,,
1.5,ls,ri,,,,,,,,,,,
6.8,si,fss-gr,,,,,,,,,,,
9,si,di1,,,,,,,,,,,
