Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,
0.6,ls,ri,2mt,,312.6,,312.6,,5.765,-10.021,mtx,,,,,,,,,,
0.2,ls,ri,3mt,,316.1,,316.1,,5.46,-9.46,mts,-1.057778241,0.70675,,4.30E+05,,1151,135,,356,1544
0.1,ls,icb,fs,,316.1,,316.1,,5.2,-9.96,mtx,-0.95590868,0.70677,40,3.05E+05,5,13974,177,305,362,1435
0.8,si,shl,,,321.7,,321.7,,5.542,-10.044,mtx,,,,,,,,,,
3.4,ls,ri,2mt,,324.1,,324.1,,4.918,-11.013,mtx,,,,,,,,,,
0.2,ls,icb,fs,,324.1,,324.1,,5.903,-10.532,mts,,,,,,,,,,
0.1,si,shl,,,328,,328,,5.751,-10.757,mtx,,,,,,,,,,
0.2,ls,icb,,,333.4,,333.4,,4.957,-11.105,mtx,,,,,,,,,,
0.7,ls,icb,scour,,338.6,,338.6,,5.149,-10.873,mtx,,,,,,,,,,
0.1,ls,icb,,,342.3,,342.3,,5.513,-6.557,mtx,,,,,,,,,,
0.3,ls,ri,,,353,,353,,5.275,-7.96,mtx,,,,,,,,,,
0.4,ls,ri,1mt,,358,,358,,5.195,-7.408,mtx,,,,,,,,,,
0.2,ls,ri,fs,,362.6,,362.6,,5.521,-8.946,mtx,,,,,,,,,,
3.4,si,shl,,,364.5,,364.5,,5.143,-11.888,mtx,,,,,,,,,,
0.2,si,shl,,,365.9,,365.9,,5.532,-6.972,mtx,,,,,,,,,,
2.9,ls,ri,2mt,,368.5,,368.5,,5.349,-6.437,mtx,,,,,,,,,,
0.2,ls,icb,,,372.8,,372.8,,5.156,-9.015,mtx,,,,,,,,,,
1.5,ls,ri,1mt,,382.8,,382.8,,4.056,-12.341,mtx,,,,,,,,,,
0.2,ls,gr,sxs,,388.1,,388.1,,5.127,-7.906,mtx,,,,,,,,,,
1.4,ls,ri,2mt,,397.8,,397.8,,4.961,-5.545,mtx,,,,,,,,,,
0.1,ls,gr,,,402.5,,402.5,,4.138,-7.65,mtx,,,,,,,,,,
1.3,ls,ri,2mt,,413,,413,,4.386,-5.634,mtx,,,,,,,,,,
4.3,si,shl,,,418.6,,418.6,,3.939,-6.677,mtx,,,,,,,,,,
3.3,ls,ri,1mt,,422.8,,422.8,,4.244,-8.432,mtx,,,,,,,,,,
1.5,si,shl,,,424,,424,,4.005,-6.936,mtx,,,,,,,,,,
0.2,ls,gr,sxs,,429,,429,,4.652,-9.302,mtx,,,,,,,,,,
0.2,si,shl,,,432,,432,,5.041,-7.811,mtx,,,,,,,,,,
0.1,ls,ri,2mt,,436.7,,436.7,,4.603,-8.092,mtx,,,,,,,,,,
0.3,ls,ri,,,440.5,,440.5,,3.684,-7.553,mtx,,,,,,,,,,
0.9,ls,ri,2mt,,440.5,,440.5,,5.133,-8.856,mts,,,,,,,,,,
0.8,si,shl,,,449.2,,449.2,,4.843,-7.485,mtx,,,,,,,,,,
1.3,ls,ri,1mt,,452.6,,452.6,,4.748,-6.41,mtx,,,,,,,,,,
0.2,ls,icb,,,458.1,,458.1,,5.372,-4.634,mtx,,,,,,,,,,
0.1,ls,ri,3mt+ssd,,465.2,,465.2,,5.328,-5.867,mtx,,,,,,,,,,
0.1,ls,gr,sxs,,465.2,,465.2,,5.773,-5.126,mts,,,,,,,,,,
3.7,ls,ri,2mt,,470,,470,,5.126,-4.434,mtx,,,,,,,,,,
0.4,ls,ri,3mt,,472.9,,472.9,,5.432,-3.916,mtx,,,,,,,,,,
0.1,ls,gr,,,475.4,,475.4,,5.313,-4.556,mtx,,,,,,,,,,
1.1,ls,ri,2mt,,478.2,,478.2,,4.471,-4.302,mtx,,,,,,,,,,
2.7,ls,ri,1mt,,482.1,,482.1,,4.987,-4.655,mtx,,,,,,,,,,
1,ls,ri,2mt,,488.5,,488.5,,4.75,-4.86,mtx,,,,,,,,,,
0.5,cover,cover,,,488.8,,488.8,,4.75,-4.86,mtx,-1.214791424,0.70676,53,3.58E+05,4,2673,65,116,359,1226
0.2,gr,sill,,,488.8,,488.8,,4.63,-5.11,mts,-1.033732849,0.70675,,4.17E+05,3,1316,44,2,384,1611
0.3,ls,ri,,,492.9,,492.9,,4.747,-4.626,mtx,,,,,,,,,,
0.7,ls,ri,2mt,,501.8,,501.8,,4.771,-4.75,mtx,,,,,,,,,,
0.4,ls,ri,,,514.8,,514.8,,4.725,-5.585,mtx,,,,,,,,,,
0.1,ls,ri,2mt,,559.4,,559.4,,4.302,-5.233,mtx,,,,,,,,,,
0.4,ls,ri,,,582.7,,582.7,,1.042,-3.309,mtx,,,,,,,,,,
0.2,ls,icb,,,593.8,,593.8,,2.414,-1.889,mtx,,,,,,,,,,
0.4,ls,ri,,,607.7,,607.7,,1.45,-9.26,mtx,,,,,,,,,,
1.2,ls,ri,2mt,,608.1,,608.1,,1.45,-9.26,mtx,-0.924762462,0.70665,150,2.99E+05,,31728,182,363,,842
0.2,ls,ri,,,608.1,,608.1,,2.83,-7.93,mts,-0.874598898,0.70669,,3.76E+05,,5407,40,38,242,938
0.6,ls,icb,,,643.3,,643.3,,0.885,-1.157,mtx,,,,,,,,,,
0.1,ls,gr,sxs,,684,,684,,2.47,-0.746,mtx,,,,,,,,,,
0.5,si,shl,,,710.3,,710.3,,2.155,-2.033,mtx,,,,,,,,,,
0.1,ls,gr,,,734.4,,734.4,,2.617,-1.65,mtx,,,,,,,,,,
1.9,si,shl,,,826.3,,826.3,,1.866,-2.888,mtx,,,,,,,,,,
0.2,ls,gr,,,863.1,,863.1,,2.815,-11.38,mtx,,,,,,,,,,
2.3,ls,ri,1mt+ssd,,864.5,,864.5,,2.449,-10.723,mtx,,,,,,,,,,
0.4,ls,ri,,,873.3,,873.3,,3.576,-13.39,mtx,,,,,,,,,,
0.1,ls,icb,,,878.3,,878.3,,0.015,-12.048,mtx,,,,,,,,,,
1.1,ls,ri,1mt,,884.4,,884.4,,3.276,-11.291,mtx,,,,,,,,,,
0.3,ls,icb,,,887.5,,887.5,,3.694,-11.784,mtx,,,,,,,,,,
0.2,ls,ri,1mt,,894.2,,894.2,,4.006,-12.307,mtx,,,,,,,,,,
0.2,ls,icb,,,899.5,,899.5,,3.47,-10.492,mtx,,,,,,,,,,
0.5,ls,ri,2mt,,,,,,,,,,,,,,,,,,
1,ls,ri,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.2,ls,icb,,,,,,,,,,,,,,,,,,,
2.4,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.5,ls,ri,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.1,ls,icb,,,,,,,,,,,,,,,,,,,
1.4,ls,ri,1mt,,,,,,,,,,,,,,,,,,
0.4,cover,cover,,,,,,,,,,,,,,,,,,,
3.7,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.3,ls,ri,,,,,,,,,,,,,,,,,,,
1.5,ls,ri,2mt+fs,,,,,,,,,,,,,,,,,,
2.2,si,shl,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,
5,cover,cover,,,,,,,,,,,,,,,,,,,
2.2,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.3,ls,gr,1mt+sxs,,,,,,,,,,,,,,,,,,
0.3,ls,ri,3mt,,,,,,,,,,,,,,,,,,
0.3,ls,ri,1mt,,,,,,,,,,,,,,,,,,
0.7,ls,ri,3mt,,,,,,,,,,,,,,,,,,
0.2,ls,icb,,,,,,,,,,,,,,,,,,,
2.4,ls,ri,2mt,,,,,,,,,,,,,,,,,,
1,ls,gr,sxs,,,,,,,,,,,,,,,,,,
0.8,ls,ri,3mt,,,,,,,,,,,,,,,,,,
0.9,ls,icb,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,3mt,,,,,,,,,,,,,,,,,,
0.4,ls,icb,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,sxs,,,,,,,,,,,,,,,,,,
0.1,ls,ri,3mt,,,,,,,,,,,,,,,,,,
0.2,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,3mt,,,,,,,,,,,,,,,,,,
0.1,ls,icb,,,,,,,,,,,,,,,,,,,
0.9,ls,gr,fs+sxs,,,,,,,,,,,,,,,,,,
1.9,si,shl,,,,,,,,,,,,,,,,,,,
3.6,ls,ri,2mt,,,,,,,,,,,,,,,,,,
3,ls,icb,fs,,,,,,,,,,,,,,,,,,
1.4,si,shl,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.8,ls,ri,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.5,ls,ri,,,,,,,,,,,,,,,,,,,
0.7,ls,ri,3mt,,,,,,,,,,,,,,,,,,
0.1,ls,icb,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,3mt,,,,,,,,,,,,,,,,,,
4.6,ls,ri,,,,,,,,,,,,,,,,,,,
0.9,ls,ri,,,,,,,,,,,,,,,,,,,
0.2,ls,icb,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,,,,,,,,,,,,,,,,,,,
1.5,si,shl,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,,,,,,,,,,,,,,,,,,,
1.4,ls,ri,sxs,,,,,,,,,,,,,,,,,,
0.5,ls,ri,2mt,,,,,,,,,,,,,,,,,,
1.5,ls,ri,,,,,,,,,,,,,,,,,,,
1.1,ls,ri,1mt+fs,,,,,,,,,,,,,,,,,,
1.1,si,shl,,,,,,,,,,,,,,,,,,,
0.2,gr,sill,,,,,,,,,,,,,,,,,,,
0.4,si,shl,,,,,,,,,,,,,,,,,,,
0.1,ls,icb,,,,,,,,,,,,,,,,,,,
0.3,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.8,ls,ri,,,,,,,,,,,,,,,,,,,
3.5,ls,ri,2mt,,,,,,,,,,,,,,,,,,
8.9,si,shl,,,,,,,,,,,,,,,,,,,
1.7,ls,ri,,,,,,,,,,,,,,,,,,,
0.8,ls,ri,1mt+fs,,,,,,,,,,,,,,,,,,
2.5,si,shl,,,,,,,,,,,,,,,,,,,
2.2,ls,ri,,,,,,,,,,,,,,,,,,,
0.6,ls,ri,2mt,,,,,,,,,,,,,,,,,,
1.4,si,shl,,,,,,,,,,,,,,,,,,,
1.9,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.8,ls,ri,,,,,,,,,,,,,,,,,,,
1.6,ls,ri,2mt,,,,,,,,,,,,,,,,,,
2.9,ls,ri,,,,,,,,,,,,,,,,,,,
0.6,ls,icb,,,,,,,,,,,,,,,,,,,
0.7,ls,ri,1mt,,,,,,,,,,,,,,,,,,
2.7,ls,ri,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,2mt,,,,,,,,,,,,,,,,,,
2,ls,ri,,,,,,,,,,,,,,,,,,,
1.1,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.5,ls,ri,,,,,,,,,,,,,,,,,,,
2.2,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.7,ls,icb,fs,,,,,,,,,,,,,,,,,,
1,si,shl,,,,,,,,,,,,,,,,,,,
1.7,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.3,ls,ri,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,
0.9,ls,ri,2mt,,,,,,,,,,,,,,,,,,
1.5,ls,ri,2mt,,,,,,,,,,,,,,,,,,
2.8,ls,ri,sxs,,,,,,,,,,,,,,,,,,
1.1,ls,ri,3mt,,,,,,,,,,,,,,,,,,
0.5,ls,ri,,,,,,,,,,,,,,,,,,,
0.6,ls,ri,2mt,,,,,,,,,,,,,,,,,,
1.3,ls,ri,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,2mt,,,,,,,,,,,,,,,,,,
0.8,ls,ri,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,2mt,,,,,,,,,,,,,,,,,,
20,ls,ri,,,,,,,,,,,,,,,,,,,
