Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,
0.5,ls,ri,shale breaks,,,,,,,,,,,,,,,,,,
0.4,si,shl,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,pl,,,,,,,,,,,,,,,,,,
0.9,ls,ri,ssd,,,,,,,,,,,,,,,,,,
1,ls,ri,shale breaks,,,,,,,,,,,,,,,,,,
1,ls,ri,ssd,,,,,,,,,,,,,,,,,,
1,ls,ri,mt1,,,,,,,,,,,,,,,,,,
1.8,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.4,si,shl,mt2 + horiz dl,,,,,,,,,,,,,,,,,,
1.2,ls,ri,,,,,,,,,,,,,,,,,,,
4.6,ls,ri,,,,,,,,,,,,,,,,,,,
0.3,cover,cover,,,,,,,,,,,,,,,,,,,
3.7,ls,ri,,,,,,,,,,,,,,,,,,,
2.3,ls,ri,,,,,,,,,,,,,,,,,,,
2.5,ls,ri,,,,,,,,,,,,,,,,,,,
6.8,ls,ri,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,
0.3,ls,ri,,,,,,,,,,,,,,,,,,,
3.7,ls,ri,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,
0.3,ls,ri,mt3,,,,,,,,,,,,,,,,,,
4.5,ls,ri,mt1,,,,,,,,,,,,,,,,,,
0.4,ls,ri,mt1,,,,,,,,,,,,,,,,,,
1.5,cover,cover,,,,,,,,,,,,,,,,,,,
1.9,ls,ri,,,,,,,,,,,,,,,,,,,
0.9,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.8,ls,ri,mt1,,,,,,,,,,,,,,,,,,
0.5,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.7,cover,cover,,,,,,,,,,,,,,,,,,,
1.5,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.4,ls,ri,,,,,,,,,,,,,,,,,,,
0.3,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.8,ls,ri,mt1,,,,,,,,,,,,,,,,,,
1.8,cover,cover,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.4,ls,ri,mt1,,,,,,,,,,,,,,,,,,
0.9,cover,cover,,,,,,,,,,,,,,,,,,,
1.6,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.3,ls,ri,sxb,,,,,,,,,,,,,,,,,,
1,ls,ri,mt3,,,,,,,,,,,,,,,,,,
1.4,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.7,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.6,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,sxb,,,,,,,,,,,,,,,,,,
0.3,ls,gr,,,,,,,,,,,,,,,,,,,
0.7,cover,cover,,,,,,,,,,,,,,,,,,,
1.2,ls,ri,,,,,,,,,,,,,,,,,,,
0.5,cover,cover,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.1,ls,gr,ic + sxb + microbialite at top,,,,,,,,,,,,,,,,,,
0.6,ls,ri,mt3,,,,,,,,,,,,,,,,,,
1.8,cover,cover,,,,,,,,,,,,,,,,,,,
1.5,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.2,ls,ri,sxb,,,,,,,,,,,,,,,,,,
0.1,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.7,ls,ri,ssd + sxb,,,,,,,,,,,,,,,,,,
0.3,ls,gr,ic,,,,,,,,,,,,,,,,,,
1.4,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.7,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.9,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.7,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.3,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,mt1,,,,,,,,,,,,,,,,,,
0.2,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.5,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.4,cover,cover,,,,,,,,,,,,,,,,,,,
0.5,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.1,ls,ri,hcs,,,,,,,,,,,,,,,,,,
0.1,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.5,cover,cover,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,mt1 + sxb,,,,,,,,,,,,,,,,,,
0.6,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,mt1 + sxb,,,,,,,,,,,,,,,,,,
0.2,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.6,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.4,ls,ri,hcs,,,,,,,,,,,,,,,,,,
0.1,ls,ri,mt1,,,,,,,,,,,,,,,,,,
1.9,cover,cover,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,sxb,,,,,,,,,,,,,,,,,,
0.7,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,sxb,,,,,,,,,,,,,,,,,,
0.7,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.3,ls,st,ic fill between stroms,,,,,,,,,,,,,,,,,,
0.4,ls,ri,,,,,,,,,,,,,,,,,,,
0.3,ls,st,elongate--long axis 210 + laterally equivelant icb + bedding 116-29,,,,,,,,,,,,,,,,,,
0.8,ls,ri,mt1 + sxb,,,,,,,,,,,,,,,,,,
0.8,ls,icb,horizons of ls ri (swaley),,,,,,,,,,,,,,,,,,
0.2,ls,st,poorly developed,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,
1.3,cover,cover,,,,,,,,,,,,,,,,,,,
0.9,ls,ri,,,,,,,,,,,,,,,,,,,
0.3,ls,st,ic,,,,,,,,,,,,,,,,,,
0.5,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.2,si,shl,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,sxb,,,,,,,,,,,,,,,,,,
0.2,ls,icb,,,,,,,,,,,,,,,,,,,
0.2,ls,st,elongate,,,,,,,,,,,,,,,,,,
0.9,ls,ri,sxb + mt2 + photo ACM1086,,,,,,,,,,,,,,,,,,
0.4,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.6,ls,icb,ic + rosettes + photo ACM1087-1088,,,,,,,,,,,,,,,,,,
0.6,ls,ri,hcs,,,,,,,,,,,,,,,,,,
0.5,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,sxb,,,,,,,,,,,,,,,,,,
1.4,cover,cover,,,,,,,,,,,,,,,,,,,
0.8,si,shl,,,,,,,,,,,,,,,,,,,
0.3,ls,gr,gbf + pl,,,,,,,,,,,,,,,,,,
0.2,ls,ri,sxb + crp,,,,,,,,,,,,,,,,,,
0.4,ls,gr,ic,,,,,,,,,,,,,,,,,,
1,cover,cover,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.6,cover,cover,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,
0.1,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,sxb,,,,,,,,,,,,,,,,,,
0.6,cover,cover,,,,,,,,,,,,,,,,,,,
0.2,ls,icb,ic,,,,,,,,,,,,,,,,,,
0.7,ls,ri,mt3 + photo ACM1091,,,,,,,,,,,,,,,,,,
0.7,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,mt2 + bedding 123-36,,,,,,,,,,,,,,,,,,
0.6,ls,icb,ic+rosettes,,,,,,,,,,,,,,,,,,
0.2,ls,st,poorly developed,,,,,,,,,,,,,,,,,,
0.3,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.2,ls,icb,ic,,,,,,,,,,,,,,,,,,
0.2,ls,ri,mt2,,,,,,,,,,,,,,,,,,
1,ls,icb,ic,,,,,,,,,,,,,,,,,,
0.5,ls,ri,ic + sxb,,,,,,,,,,,,,,,,,,
1.7,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,,,,,,,,,,,,,,,,,,,
0.3,ls,icb,ic,,,,,,,,,,,,,,,,,,
0.9,ls,ri,mt1 + sxb,,,,,,,,,,,,,,,,,,
0.1,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.4,ls,icb,ic + horizons of ls ri sxb,,,,,,,,,,,,,,,,,,
0.2,ls,ri,mt2 + photo ACM1093,,,,,,,,,,,,,,,,,,
0.1,ls,icb,ic,,,,,,,,,,,,,,,,,,
0.2,ls,ri,mt3,,,,,,,,,,,,,,,,,,
0.8,ls,ri,hcs + photo ACM1094,,,,,,,,,,,,,,,,,,
0.4,ls,icb,ic,,,,,,,,,,,,,,,,,,
0.2,cover,cover,,,,,,,,,,,,,,,,,,,
0.7,ls,icb,ic + photo ACM1096-1097,,,,,,,,,,,,,,,,,,
4.3,cover,cover,,,,,,,,,,,,,,,,,,,
0.3,ls,ri,mt1 + sxb,,,,,,,,,,,,,,,,,,
0.3,ls,icb,,,,,,,,,,,,,,,,,,,
0.6,ls,st,poorly developed domal,,,,,,,,,,,,,,,,,,
1.1,cover,cover,,,,,,,,,,,,,,,,,,,
0.9,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.2,ls,ri,sxb,,,,,,,,,,,,,,,,,,
0.5,ls,icb,ic,,,,,,,,,,,,,,,,,,
1.4,ls,ri,mt2,,,,,,,,,,,,,,,,,,
0.4,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,
0.4,ls,icb,cross-strat (amplitude 20 cm),,,,,,,,,,,,,,,,,,
0.5,ls,gr,ic,,,,,,,,,,,,,,,,,,
1,ls,icb,cross-strat (amplitude 30 cm),,,,,,,,,,,,,,,,,,
0.5,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,bedding 124-46,,,,,,,,,,,,,,,,,,
0.7,ls,icb,ic,,,,,,,,,,,,,,,,,,
0.4,ls,ri,sxb + scour + photo ACM1099,,,,,,,,,,,,,,,,,,
0.5,ls,icb,scour,,,,,,,,,,,,,,,,,,
0.3,ls,gr,,,,,,,,,,,,,,,,,,,
0.9,ls,icb,ic,,,,,,,,,,,,,,,,,,
1.2,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.1,si,shl,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,,,,,,,,,,,,,,,,,,,
1.2,ls,icb,ic+rosettes,,,,,,,,,,,,,,,,,,
0.3,ls,gr,ic,,,,,,,,,,,,,,,,,,
1.2,si,shl,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,
0.4,si,shl,,,,,,,,,,,,,,,,,,,
0.6,ls,icb,ic + scour,,,,,,,,,,,,,,,,,,
0.2,ls,ri,photo ACM1108,,,,,,,,,,,,,,,,,,
0,cover,cover,,,,,,,,,,,,,,,,,,,
1,ls,ri,mt1,,,,,,,,,,,,,,,,,,
0.9,ls,icb,ic,,,,,,,,,,,,,,,,,,
1.1,ls,gr,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,mt1,,,,,,,,,,,,,,,,,,
0.8,cover,cover,,,,,,,,,,,,,,,,,,,
0.9,ls,gr,mt2 + si,,,,,,,,,,,,,,,,,,
3.4,si,shl,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,sxb,,,,,,,,,,,,,,,,,,
0.3,si,shl,,,,,,,,,,,,,,,,,,,
1.6,ls,gr,,,,,,,,,,,,,,,,,,,
0.5,ls,icb,,,,,,,,,,,,,,,,,,,
0.6,ls,gr,,,,,,,,,,,,,,,,,,,
0.7,ls,icb,ic+rosettes,,,,,,,,,,,,,,,,,,
1.3,ls,gr,mt2,,,,,,,,,,,,,,,,,,
2.1,cover,cover,,,,,,,,,,,,,,,,,,,
1.7,ls,icb,ssd,,,,,,,,,,,,,,,,,,
2,ls,gr,mt3 + photo ACM1115,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,
0.3,ls,icb,,,,,,,,,,,,,,,,,,,
0.6,ls,gr,mt3,,,,,,,,,,,,,,,,,,
0.2,ls,icb,ic,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,
3.1,cover,cover,,,,,,,,,,,,,,,,,,,
1.2,ls,gr,mt2,,,,,,,,,,,,,,,,,,
0.3,ls,icb,ic,,,,,,,,,,,,,,,,,,
0.3,ls,ri,,,,,,,,,,,,,,,,,,,
0.7,ls,gr,,,,,,,,,,,,,,,,,,,
0.7,ls,gr,,,,,,,,,,,,,,,,,,,
0.9,cover,cover,,,,,,,,,,,,,,,,,,,
1.8,ls,gr,sxb,,,,,,,,,,,,,,,,,,
0.3,ls,gr,,,,,,,,,,,,,,,,,,,
1,cover,cover,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,mt3,,,,,,,,,,,,,,,,,,
1,ls,ri,silty,,,,,,,,,,,,,,,,,,
0.3,ls,gr,mt2,,,,,,,,,,,,,,,,,,
0.2,ls,icb,including grainstone clast with mt (likely formed prior to erosion and redeposition) + photo ACM1116,,,,,,,,,,,,,,,,,,
0.6,ls,gr,mt3,,,,,,,,,,,,,,,,,,
0.5,ls,gr,wispy dl laminations,,,,,,,,,,,,,,,,,,
1,cover,cover,,,,,,,,,,,,,,,,,,,
0.5,ls,gr,sxb + bedding 131-25 or 131-35,,,,,,,,,,,,,,,,,,
1,ls,icb,ic+rosettes,,,,,,,,,,,,,,,,,,
4.7,cover,cover,,,,,,,,,,,,,,,,,,,
0.6,ls,gr,mt2,,,,,,,,,,,,,,,,,,
0.2,cover,cover,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,
3,cover,cover,,,,,,,,,,,,,,,,,,,
0.3,ls,gr,,,,,,,,,,,,,,,,,,,
1.8,cover,cover,,,,,,,,,,,,,,,,,,,
1.1,ls,gr,,,,,,,,,,,,,,,,,,,
0.2,si,shl,,,,,,,,,,,,,,,,,,,
3.6,cover,cover,,,,,,,,,,,,,,,,,,,
2,ls,gr,mt2,,,,,,,,,,,,,,,,,,
0.3,ls,icb,,,,,,,,,,,,,,,,,,,
2.9,cover,cover,,,,,,,,,,,,,,,,,,,
0.2,ls,icb,,,,,,,,,,,,,,,,,,,
4.3,cover,cover,,,,,,,,,,,,,,,,,,,
0.6,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.5,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,ic+rosettes,,,,,,,,,,,,,,,,,,
4.9,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,mt2,,,,,,,,,,,,,,,,,,
1.5,ls,gr,wispy laminations,,,,,,,,,,,,,,,,,,
8,cover,cover,,,,,,,,,,,,,,,,,,,
0.3,ls,icb,thin tabular dl ic + current dune (30 cm amplitude) + photo ACM1119,,,,,,,,,,,,,,,,,,
5.8,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,,,,,,,,,,,,,,,,,,,
0.7,ls,gr,,,,,,,,,,,,,,,,,,,
4.9,cover,cover,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,
0.5,cover,cover,,,,,,,,,,,,,,,,,,,
0.7,ls,ri,sxb,,,,,,,,,,,,,,,,,,
0.6,cover,cover,,,,,,,,,,,,,,,,,,,
0.3,ls,gr,mt2,,,,,,,,,,,,,,,,,,
6.8,cover,cover,,,,,,,,,,,,,,,,,,,
0.1,si,shl,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,
0.6,si,shl,,,,,,,,,,,,,,,,,,,
1.7,cover,cover,,,,,,,,,,,,,,,,,,,
0.8,ls,gr,mt2,,,,,,,,,,,,,,,,,,
1.1,cover,cover,,,,,,,,,,,,,,,,,,,
0.7,ls,gr,mt2,,,,,,,,,,,,,,,,,,
1.1,cover,cover,,,,,,,,,,,,,,,,,,,
1.4,ls,gr,mt2 + photo 1120,,,,,,,,,,,,,,,,,,
3.9,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,mt2,,,,,,,,,,,,,,,,,,
0.2,ls,icb,ic,,,,,,,,,,,,,,,,,,
0.3,ls,gr,,,,,,,,,,,,,,,,,,,
2.3,cover,cover,,,,,,,,,,,,,,,,,,,
2.3,ls,gr,mt3,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,
3.9,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,wispy laminations + mt1,,,,,,,,,,,,,,,,,,
1.6,ls,gr,wispy laminations + pl + bedding 128-38 or 128-25,,,,,,,,,,,,,,,,,,
0.7,cover,cover,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,wispy laminations,,,,,,,,,,,,,,,,,,
2.8,cover,cover,,,,,,,,,,,,,,,,,,,
1.1,ls,gr,mt1,,,,,,,,,,,,,,,,,,
4.8,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,mt1 + wsipy laminations,,,,,,,,,,,,,,,,,,
0.4,ls,icb,ic,,,,,,,,,,,,,,,,,,
3.1,cover,cover,,,,,,,,,,,,,,,,,,,
0.5,ls,gr,mt1,,,,,,,,,,,,,,,,,,
0.1,ls,icb,ic,,,,,,,,,,,,,,,,,,
2.4,cover,cover,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,mt1 + pl,,,,,,,,,,,,,,,,,,
1.7,cover,cover,,,,,,,,,,,,,,,,,,,
0.8,ls,gr,sxb,,,,,,,,,,,,,,,,,,
3.3,cover,cover,,,,,,,,,,,,,,,,,,,
0.3,ls,gr,mt3,,,,,,,,,,,,,,,,,,
0.6,cover,cover,,,,,,,,,,,,,,,,,,,
1.4,ls,gr,wispy laminations,,,,,,,,,,,,,,,,,,
0.6,cover,cover,,,,,,,,,,,,,,,,,,,
0.2,ls,icb,ic,,,,,,,,,,,,,,,,,,
2.1,cover,cover,,,,,,,,,,,,,,,,,,,
0.3,ls,icb,ic,,,,,,,,,,,,,,,,,,
7.5,cover,cover,,,,,,,,,,,,,,,,,,,
0.8,ls,gr,mt3,,,,,,,,,,,,,,,,,,
0.6,ls,icb,,,,,,,,,,,,,,,,,,,
1.2,cover,cover,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,mt1 + wispy laminations,,,,,,,,,,,,,,,,,,
0.3,cover,cover,,,,,,,,,,,,,,,,,,,
0.3,ls,gr,bedding 200-14,,,,,,,,,,,,,,,,,,
0.5,ls,icb,ic,,,,,,,,,,,,,,,,,,
25.8,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,bedding 271-13,,,,,,,,,,,,,,,,,,
30.8,cover,cover,,,,,,,,,,,,,,,,,,,
1.6,ls,icb,,,,,,,,,,,,,,,,,,,
0.7,ls,gr,mt1+ic,,,,,,,,,,,,,,,,,,
1.1,cover,cover,,,,,,,,,,,,,,,,,,,
1.4,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.3,ls,gr,mt2,,,,,,,,,,,,,,,,,,
3.3,ls,gr,ic,,,,,,,,,,,,,,,,,,
0.2,ls,gr,mt1 + wispy laminations,,,,,,,,,,,,,,,,,,
0.6,ls,gr,,,,,,,,,,,,,,,,,,,
1.4,ls,icb,ic,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,
0.3,ls,icb,ic,,,,,,,,,,,,,,,,,,
1.4,ls,gr,,,,,,,,,,,,,,,,,,,
1.8,cover,cover,,,,,,,,,,,,,,,,,,,
1.5,ls,gr,folded,,,,,,,,,,,,,,,,,,
2.8,cover,cover,,,,,,,,,,,,,,,,,,,
23.5,ls,gr,folded some icb and mt,,,,,,,,,,,,,,,,,,
38.8,ls,gr,tightly folded ls mottled w/ dl mt and icb,,,,,,,,,,,,,,,,,,
1,ls,icb,horiz,,,,,,,,,,,,,,,,,,
1.5,cover,cover,,,,,,,,,,,,,,,,,,,
3.6,ls_,gr,and icb,,,,,,,,,,,,,,,,,,
