Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
1.4,dl,ri,,,,,,,,,
0.7,si,shl,,,,,,,,,
3.3,dl,ri-shl,,,,,,,,,
0.6,si,shl,,,,,,,,,
0.5,dl,ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
1.7,dl,ri-shl,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.3,dl,ri,,,,,,,,,
2.5,dl,R,,,,,,,,,
1,dl,R,,,,,,,,,
4.9,si,shl-ri,,,,,,,,,
0.8,dl,ri,,,,,,,,,
0.8,dl,R,,,,,,,,,
0.6,si,shl,,,,,,,,,
1.1,dl,ri,,,,,,,,,
0.4,cover,cover,,,,,,,,,
0.6,dl,ri,,,,,,,,,
0.8,cover,cover,,,,,,,,,
0.7,dl,R,,,,,,,,,
2,dl,ri,,,,,,,,,
1.5,si,shl,,,,,,,,,
0.3,dl,mi,,,,,,,,,
0.7,dl,ri-shl,,,,,,,,,
0.8,cover,cover,,,,,,,,,
0.2,dl,R,,,,,,,,,
1.2,cover,cover,,,,,,,,,
0.2,dl,R,,,,,,,,,
4.2,cover,cover,,,,,,,,,
2.8,si,shl-ri,,,,,,,,,
0.5,dl,gr,,,,,,,,,
1.5,dl,R,,,,,,,,,
11.7,si,shl-R,,,,,,,,,
4.2,dl,R-shl,,,,,,,,,
3.5,si,shl-ri,,,,,,,,,
7.1,cover,cover,,,,,,,,,
7,si,shl-ri,,,,,,,,,
0.2,dl,R,,,,,,,,,
1.5,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
2.5,si,shl-ri,,,,,,,,,
0.4,dl,R,,,,,,,,,
1.8,si,shl-ri,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.4,dl,R,,,,,,,,,
0.5,si,shl,,,,,,,,,
4,si,shl-ri,,,,,,,,,
0.6,dl,R,,,,,,,,,
0.9,dl,R,,,,,,,,,
1.4,si,shl,,,,,,,,,
0.1,ls,R,,,,,,,,,
22.4,cover,cover,,,,,,,,,
2.8,dl,R-shl,,,,,,,,,
1,si,shl,,,,,,,,,
1.4,si,shl-R,,,,,,,,,
0.4,dl,ri,,,,,,,,,
1.8,si,shl,,,,,,,,,
0.2,dl,R,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.7,dl,R,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.7,dl,R,,,,,,,,,
1.1,si,shl,,,,,,,,,
1.4,dl,R,,,,,,,,,
2.8,si,shl,,,,,,,,,
0.6,dl,ri,,,,,,,,,
1.1,cover,cover,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.5,cover,cover,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
0.8,cover,cover,,,,,,,,,
2.9,dl,R,,,,,,,,,
1.4,cover,cover,,,,,,,,,
3.4,si,shl,,,,,,,,,
0.5,dl,mi,,,,,,,,,
1.2,cover,cover,,,,,,,,,
1.4,dl,R,,,,,,,,,
2.8,cover,cover,,,,,,,,,
0.4,dl,ri,,,,,,,,,
1.2,si,shl-R,,,,,,,,,
0.8,dl,ri,,,,,,,,,
2.8,dl,ri-shl,,,,,,,,,
4.5,cover,cover,,,,,,,,,
0.4,dl,R,,,,,,,,,
0.5,cover,cover,,,,,,,,,
0.9,dl,R,,,,,,,,,
0.6,si,shl,,,,,,,,,
1.1,si,shl-ri,,,,,,,,,
0.6,dl,R,,,,,,,,,
2.8,si,shl,,,,,,,,,
0.9,dl,R,,,,,,,,,
1.7,dl,R,,,,,,,,,
0.3,dl,R,,,,,,,,,
5.4,dl,R,,,,,,,,,
1.8,dl,R,,,,,,,,,
2.2,si,shl,,,,,,,,,
0.3,dl,R,,,,,,,,,
1.5,si,shl-R,,,,,,,,,
0.6,dl,R,,,,,,,,,
2.6,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.9,dl,R-shl,,,,,,,,,
0.8,dl,R,,,,,,,,,
2.6,dl,R,,,,,,,,,
0.2,dl,gr,,,,,,,,,
0.5,dl,R,,,,,,,,,
6.7,si,shl-ri,,,,,,,,,
0.8,si,shl,,,,,,,,,
0.2,dl,R,,,,,,,,,
3.2,si,shl,,,,,,,,,
5.2,dl,ri-shl,,,,,,,,,
0.7,dl,R,,,,,,,,,
1.4,si,shl-R,,,,,,,,,
2.8,si,shl,,,,,,,,,
3.1,dl,R-shl,,,,,,,,,
6.4,si,shl-R,,,,,,,,,
1.6,dl,R,,,,,,,,,
2.2,si,shl,,,,,,,,,
0.7,si,shl-R,,,,,,,,,
0.6,si,shl,,,,,,,,,
2.2,cover,cover,,,,,,,,,
1.4,si,shl,,,,,,,,,
5.2,si,shl-R,,,,,,,,,
0.7,si,shl,,,,,,,,,
1,dl,R-shl,,,,,,,,,
0.5,dl,R,,,,,,,,,
0.6,si,shl,,,,,,,,,
0.2,dl,R,,,,,,,,,
0.6,si,shl,,,,,,,,,
2.9,si,shl-R,,,,,,,,,
0.9,dl,R,,,,,,,,,
0.5,si,shl,,,,,,,,,
1.9,si,shl-R,,,,,,,,,
3.3,dl,R,,,,,,,,,
0.4,cover,cover,,,,,,,,,
0.5,dl,R-shl,,,,,,,,,
0.3,dl,R,,,,,,,,,
0.4,dl,R,,,,,,,,,
0.5,cover,cover,,,,,,,,,
0.7,dl,R,,,,,,,,,
1.9,dl,R-shl,,,,,,,,,
1.5,dl,R,,,,,,,,,
0.4,si,shl,,,,,,,,,
2.7,dl,R,,,,,,,,,
0.2,si,shl,,,,,,,,,
3.6,dl,R,,,,,,,,,
0.4,si,shl,,,,,,,,,
1.1,dl,R,,,,,,,,,
0.4,cover,cover,,,,,,,,,
0.6,dl,R,,,,,,,,,
0.8,cover,cover,,,,,,,,,
0.8,dl,R,,,,,,,,,
0.1,si,shl,,,,,,,,,
3.5,dl,R,,,,,,,,,
2.6,dl,R,,,,,,,,,
0.8,cover,cover,,,,,,,,,
1.2,dl,R,,,,,,,,,
0.4,cover,cover,,,,,,,,,
1,dl,R,,,,,,,,,
17.5,cover,cover,,,,,,,,,
2.8,dl,di,,,,,,,,,
4.2,dl,di,,,,,,,,,
8.4,dl,di,,,,,,,,,
3.2,dl,R,,,,,,,,,
0.3,dl,R,,,,,,,,,
1.6,cover,cover,,,,,,,,,
2.2,dl,R-shl,,,,,,,,,
1,si,shl,,,,,,,,,
1.3,si,shl-R,,,,,,,,,
1.2,si,shl,,,,,,,,,
0.1,dl,R,,,,,,,,,
2.2,si,shl-R,,,,,,,,,
1.8,dl,R,,,,,,,,,
1.3,cover,cover,,,,,,,,,
1.9,dl,R,,,,,,,,,
2.8,cover,cover,,,,,,,,,
1.1,dl,R,,,,,,,,,
0.8,cover,cover,,,,,,,,,
0.6,dl,R,,,,,,,,,
7.9,cover,cover,,,,,,,,,
0.6,dl,R,,,,,,,,,
1.4,cover,cover,,,,,,,,,
4.2,si,shl-R,,,,,,,,,
1.4,si,shl,,,,,,,,,
0.1,dl,R,,,,,,,,,
0.2,si,shl,,,,,,,,,
1.2,cover,cover,,,,,,,,,
1.2,si,shl,,,,,,,,,
14,cover,cover,,,,,,,,,
1,si,shl,,,,,,,,,
2.8,cover,cover,,,,,,,,,
5.7,si,shl,,,,,,,,,
0.3,dl,R,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.3,dl,R,,,,,,,,,
,cover,cover,,,,,,,,,
