Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,
16.6,si,di,,,,,,,,,,,,,,
1.6,si,sts,,,,,,,,,,,,,,
2.8,si,di,,,,,,,,,,,,,,
1.9,si,fss,,,,,,,,,,,,,,
8.7,si,di,,,,,,,,,,,,,,
9.1,cover,cover,,,,,,,,,,,,,,
4.3,si,di,,,,,,,,,,,,,,
0.3,si,mss,silt breaks,,,,,,,,,,,,,
0.2,si,sts,,,,,,,,,,,,,,
0.1,si,mss,,,,,,,,,,,,,,
0.2,si,sts,,,,,,,,,,,,,,
0.1,si,mss,,,,,,,,,,,,,,
0.2,si,sts,,,,,,,,,,,,,,
0.1,si,mss,,,,,,,,,,,,,,
0.4,si,sts,,,,,,,,,,,,,,
0.1,si,mss,,,,,,,,,,,,,,
0.1,si,sts,,,,,,,,,,,,,,
0.1,si,mss,,,,,,,,,,,,,,
0.3,si,sts,,,,,,,,,,,,,,
0.2,si,mss,,,,,,,,,,,,,,
0.5,si,mss,silt breaks,,,,,,,,,,,,,
0.1,si,mss,,,,,,,,,,,,,,
0.3,si,sts,,,,,,,,,,,,,,
0.2,dl,gr,,,,,,,,,,,,,,
0.3,si,sts,,,,,,,,,,,,,,
0.1,si,mss,,,,,,,,,,,,,,
0.1,si,mss,,,,,,,,,,,,,,
2.4,si,di,,,,,,,,,,,,,,
0.2,dl,gr,,,,,,,,,,,,,,
7.3,si,di,,,,,,,,,,,,,,
13.6,cover,cover,,,,,,,,,,,,,,
1.9,si,di,,,,,,,,,,,,,,
1.5,si,fss,,,,,,,,,,,,,,
1,si,fss,ark,,,,,,,,,,,,,
0.1,si,pcg,ark,,,,,,,,,,,,,
0.5,si,fss,ark,,,,,,,,,,,,,
0.05,si,pcg,ark,,,,,,,,,,,,,
0.25,si,fss,ark,,,,,,,,,,,,,
0.05,si,css,ark,,,,,,,,,,,,,
0.15,si,fss,ark,,,,,,,,,,,,,
0.2,si,pcg,ark,,,,,,,,,,,,,
0.3,si,fss,ark,,,,,,,,,,,,,
0.1,si,pcg,ark,,,,,,,,,,,,,
0.15,si,fss,ark,,,,,,,,,,,,,
0.15,si,pcg,ark,,,,,,,,,,,,,
0.1,si,fss,ark,,,,,,,,,,,,,
0.1,si,pcg,ark,,,,,,,,,,,,,
0.25,si,fss,ark,,,,,,,,,,,,,
0.05,si,pcg,ark,,,,,,,,,,,,,
0.05,si,fss,ark,,,,,,,,,,,,,
0.05,si,pcg,ark,,,,,,,,,,,,,
0.5,si,fss,ark,,,,,,,,,,,,,
1.5,si,di,,,,,,,,,,,,,,
0.2,si,fss,,,,,,,,,,,,,,
4.6,si,di,,,,,,,,,,,,,,
