section,strat_m,d13C,d18O,unit,lithology,location,northing,easting,87Sr/86Sr,Sr_ppm,Mn/Sr,Rb/Sr,carb_perc
F1125,64,7.18625,-11.12892353,T2,l,Khukh Davaa S.,N 47 1.755',E 95 25.582',,,,,
F1125,65,4.81725,-17.62830488,T2,l,Khukh Davaa S.,N 47 1.755',E 95 25.582',,,,,
F1125,66,7.93025,-5.702543925,T2,l,Khukh Davaa S.,N 47 1.755',E 95 25.582',,,,,
F1125,67,5.36525,-5.418455828,T2,l,Khukh Davaa S.,N 47 1.755',E 95 25.582',,,,,
F1125,68,8.73625,-3.567428854,T2,l,Khukh Davaa S.,N 47 1.755',E 95 25.582',,,,,
F1125,69,9.29725,-5.280866122,T2,l,Khukh Davaa S.,N 47 1.755',E 95 25.582',,,,,
U1426,0,4.4474,-0.332833457,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,1,-3.5376,-19.37267508,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,2,-0.747666667,-11.43520086,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,3,-1.1566,-12.79806484,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,4,-0.6716,-7.698337045,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,5,-0.6046,-10.60652809,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,6.5,-0.5886,-12.10615689,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,7.5,-0.443666667,-11.90043224,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,8.5,-0.6186,-12.4050928,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,9.5,-0.340333333,-13.41606368,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,10.5,-1.902333333,-11.63729605,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,11.5,-1.041333333,-11.7481597,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,13.1,-1.507333333,-10.25743958,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,14,-2.062333333,-9.523957766,T1,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,18,2.2704,-11.07274932,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,19,4.3954,-0.091309082,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,28,2.895666667,-10.45837994,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,29,2.7974,-11.39247216,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,30,1.612666667,-10.49005527,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,31,2.629666667,-6.036702136,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,32,-0.9156,-11.96064835,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,33,1.7104,-7.715164563,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,34,2.2804,-9.071264538,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,35,2.3834,-10.4125167,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,36,2.5804,-10.4362732,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,38,1.978333333,-8.385460695,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,40,2.299666667,-5.185427699,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,41.5,1.9514,-8.821821331,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,42.5,1.9004,-5.959163573,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,43.5,2.1564,-4.643647612,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,45.5,3.751333333,-8.984322362,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,47,3.556,-8.39044296,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,48,3.6084,-8.16752784,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,49,3.5814,-11.35386785,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,50,2.719666667,-10.49995381,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,52,3.676666667,-10.26634826,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,53,3.421666667,-10.27228739,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,54,3.017666667,-10.60289862,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,55,2.738666667,-8.084710055,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,56,3.466666667,-4.940933762,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,57,2.337333333,-8.620056092,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,58,2.3924,-10.26304875,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,59.5,3.1074,-8.974258847,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,60.5,2.222333333,-10.77694795,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,61.5,1.613666667,-6.801859276,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,62.5,2.594666667,-11.93623196,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,63.5,3.182666667,-10.66921884,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,64.5,2.538666667,-11.59473233,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,65.5,2.536666667,-6.563304463,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,66.5,1.830666667,-10.20299761,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,67.5,1.808666667,-4.144101295,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,68.5,1.751666667,-11.20769941,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,69.5,1.402666667,-11.35914708,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,71,1.738,-5.130853749,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,72,1.42,-3.242212324,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,73,2.093,-4.670571641,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,74,2.079,-5.225879733,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,75,2.476666667,-6.258429432,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,76,2.441,-10.51071022,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,77,2.583,-4.442905221,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,78,3.163,-6.013803514,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,79,3.141,-8.448844345,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,80,2.033,-16.47062113,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,81,0.994,-12.26770106,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,82,2.192,-10.13555556,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,83,1.519,-17.77128928,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,84,1.232,-15.94104925,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,85,1.699,-13.81583271,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,87,2.049,-14.34639446,T2,l,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,89,1.931,-15.99747092,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,90,1.674,-12.74877011,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,91,2.083,-9.493140312,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,92,2.043,-7.66487998,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,93,4.777,-4.578515219,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,94,6.523,-3.20162831,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,95,6.993,-0.125162089,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,96,7.506,-1.915807968,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,98.1,2.729,-21.79405593,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,99,5.551,-21.57826776,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,99.9,6.031,-15.54312794,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,101,4.702,-23.93906954,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1426,102,3.586,-25.61588221,T2,d,Unkheltseg,N47 12.31',E95 13.24',,,,,
U1427,72,2.264285714,-4.795095273,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,76,4.628285714,-2.44122247,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,80,1.910285714,-2.892595892,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,84,5.092285714,-2.681756991,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,88,3.723285714,-5.560252413,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,92,2.359285714,-5.659237812,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,96,2.665285714,-2.373912398,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,100,2.036285714,-7.142039099,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,104,2.240285714,-8.762430092,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,108,3.331285714,-3.730012373,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,112,1.479285714,-1.579059639,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,116,6.884285714,-2.147235833,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,120,2.164285714,-2.521400643,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,124,3.399285714,-1.629542193,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,128,1.723285714,-2.455080426,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,132,1.655285714,-1.77010146,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,138,2.086285714,-2.118530067,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,21,3.909,-5.970051967,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,25,2.455,-7.913135363,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,29,2.37,-7.680519673,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,33,3.09,-4.683241772,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,37,2.094,-6.393709478,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,42.8,2.537,-6.557035387,T2,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,47,-1.827,-3.114323187,T3,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,52,0.819,-5.907691166,T3,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,56,-0.762,-2.501603563,T3,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,60,2.394,-3.239044791,T3,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,64,2.574,-1.652308834,T3,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1427,68,2.591,-4.016080178,T3,d,Unkheltseg,N47 13.06',E95 11.27',,,,,
U1428,0,4.414142857,-6.096753279,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,8,4.538142857,-2.711452611,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,16,3.942142857,-5.562232121,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,22,2.543142857,-5.375149715,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,28,3.433142857,-5.674085622,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,32,2.887142857,-6.721351151,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,38,4.395142857,-6.495664439,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,46,4.853142857,-3.459782232,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,58,3.958142857,-5.894823064,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,62,2.327142857,-6.199698095,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,72,4.485142857,-2.506552833,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,78,0.701142857,-8.233848057,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,82,3.056142857,-6.298683494,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,88,1.5624,-9.244093046,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,102,3.2284,-5.773664934,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,108,3.4054,-5.678638951,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,112,2.7314,-4.918431081,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,118,2.6834,-6.700168275,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,126,3.4844,-2.632858203,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,137.5,4.9294,-6.240876021,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1428,143.5,2.6744,-4.679876268,T3,d,Unkheltseg,N47 13.45',E95 11.10',,,,,
U1210,5,-1.520333333,-6.374242349,T1,l,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,9,-0.393333333,-12.60735297,T1,l,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,12,-1.142333333,-6.450461107,T1,l,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,13,0.453666667,-3.772906046,T1,l,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,14,3.559666667,0.095443372,T1,l,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,15,4.980666667,-0.259914213,T2,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,16,4.834666667,-0.004531882,T2,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,17,2.116571429,0.353700993,T2,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,18,1.857571429,-1.672530138,T2,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,19,1.574571429,-2.124893414,T2,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,54,0.208571429,-6.826699897,T3,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,55.5,1.251571429,-6.796014424,T3,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,56.5,1.372571429,-7.740335136,T3,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,59,1.308571429,-11.93335667,T3,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,64,2.931571429,-2.963299749,T3,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,65,3.477285714,-4.041816382,T3,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,66.5,4.717571429,-3.918508856,T3,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,67.5,5.740571429,-2.776217344,T3,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,68.5,3.247571429,-1.701235903,T3,d,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,71,4.399571429,-17.06970905,T3,l,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,72,5.014571429,-20.08678404,T3,l,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1210,73,4.996285714,-6.32738926,T3,l,Khukh Davaa NE,N47 11.14',E95 22.99',,,,,
U1439,3,3.435666667,0.718061536,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,5,3.785666667,-1.028040914,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,6,3.679666667,0.638873216,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,7,4.152666667,-3.150287883,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,8,3.981666667,-1.733806813,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,9,3.750666667,0.010315928,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,10,2.846666667,-1.654618494,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,11,2.836666667,-0.466793698,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,12,3.319666667,-1.063675658,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,13,0.150666667,-0.864715005,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,14,4.129666667,-1.540785284,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,15,3.579666667,-0.202502681,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,16,3.137666667,-0.417300998,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,17,4.356666667,-1.162661057,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,18,3.764666667,-1.743705353,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,19,3.439666667,-1.255707333,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,20,3.078666667,-0.785526685,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,21,4.307666667,-1.080503176,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,22,4.240666667,-1.51999835,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,23,3.263666667,-2.080255712,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,24,3.696666667,-2.678127526,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,27,4.533666667,-0.89837004,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,28,3.854666667,-2.375232203,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,25,3.496666667,-2.330688773,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,26,2.799,-1.258511919,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,29,3.945,-1.606940526,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,31,3.99,-3.404515384,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,32,4.886,-2.064253073,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,33,4.205,-1.436685639,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,34,4.237,-1.438665347,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,35,4.302,-0.958586159,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,36,4.221,-1.054601996,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,37,4.326,-1.860343149,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,38,3.936,-1.745520086,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,39,3.608,-0.862570321,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,40,4.543,-1.873211251,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,41,4.107,-3.459947208,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,42,4.221,-2.409712117,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,43,3.77,-4.277566609,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,44,4.445,-1.745520086,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,45,4.483,-2.462174379,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,46,3.24,-1.913795265,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,47,2.843,-2.002882125,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,49,1.003,-1.03579477,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,50,1.202,-1.407979873,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,51,-0.161,-0.281526025,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,52,0.908,-0.555715582,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,53,1.097,-4.313201353,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,54,1.253,-1.342649509,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,58,1.075,-3.620303555,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,59,1.259,-2.251335478,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1439,60,0.424,-1.361456735,Sh4,d,Khongor Range,N46 40.38',E96 14.88',,,,,
U1337,0,-0.824666667,-4.450956034,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,2,-0.701666667,-3.881789986,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,4,-0.574666667,-2.992901097,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,6,-3.555666667,-5.786269075,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,14.1,1.281333333,-2.147565784,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,16,1.087333333,-1.641750392,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,19,1.308333333,-1.792208199,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,21,0.865333333,-1.47050565,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,23,1.231333333,-4.48461107,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,25,2.558333333,-4.984487338,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,27,2.345333333,-5.201265363,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,29,2.548333333,-6.446501691,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,31,2.308333333,-4.622200775,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,33,2.026333333,-2.332668481,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,35,1.943333333,-3.348258682,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,37,2.698333333,-6.548456653,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,39,2.611333333,-5.188397261,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,41,1.020333333,-2.761275262,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,43,1.492333333,-2.815717232,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,45,1.666333333,-4.698419533,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,47,1.577333333,-2.039671698,Ol,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,94,2.251333333,-1.394286893,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,96,2.392333333,-3.9718667,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,98,2.254333333,-3.498716489,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,100,2.381333333,-4.517276252,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,102,1.997333333,-1.167610327,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,104,1.612333333,-0.521235668,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,106,2.464333333,-1.432891199,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,108,1.979333333,-1.817944403,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,110,2.726333333,-0.779587561,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,112,2.522333333,-1.595227254,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,114,1.781333333,-0.605373257,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,116,2.299333333,-3.099805329,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,118,2.322333333,-0.613292089,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,120,3.040333333,-0.575677638,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,122,3.111333333,-0.935984492,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,124,3.092333333,0.019224614,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,126,0.849333333,-0.521235668,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,128,3.014333333,0.162753444,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,130,2.880333333,-2.663279716,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,132,2.002333333,-1.005274272,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,134,3.107333333,-0.874613545,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,136,2.430333333,-0.569738514,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,138,2.688333333,-1.732816959,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1337,140,2.335333333,-2.149545492,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,142,2.672,0.006686464,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,144,3.428,0.868849295,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,146,2.815,-1.233600594,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,148,2.75,0.902504331,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,150,2.764,0.104682009,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,152,2.487,0.261078941,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,154,2.751,0.310571641,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,156,2.988,0.047270478,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,158,2.365,-0.362529077,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,160,3.195,-0.389255135,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,162,3.259,0.299683247,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,164,3.854,0.138337045,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
U1338,166,2.229,-0.440727543,Sh2,d,Ol Mountain,N46 41.938',E96 22.287',,,,,
