section,strat_m,d13C,d18O,unit,lithology,location,northing,easting,87Sr/86Sr,Sr_ppm,Mn/Sr,Rb/Sr,carb_perc
U1108,27,-2.032142857,-8.645344505,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,27.5,-1.820142857,-7.776252696,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,39,4.041857143,-7.581251458,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,39.5,2.995857143,-6.892313077,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,40,5.964857143,-7.966304663,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,40.5,6.382857143,-7.733688974,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,41,7.630857143,-9.435247994,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,41.5,7.720857143,-6.882414537,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,42,7.078857143,-7.582241312,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,42.5,6.312857143,-7.032872344,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,43,7.381857143,-4.734431364,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,43.5,6.546857143,-6.865587019,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,44,7.745857143,-5.266972814,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,44.5,8.352857143,-6.130125499,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,45,7.426857143,-8.607730053,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,45.5,8.737857143,-5.134332379,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,46,8.258857143,-5.26103369,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,47,7.326857143,-6.974470958,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,48,8.878857143,-2.44489907,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,49,8.696857143,-5.311516244,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,50,8.514857143,-4.835396472,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,52,8.566857143,-4.22069714,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,53,8.564857143,-3.729729558,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,55,9.133857143,-6.830942129,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,55.7,8.138857143,-4.83737618,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,57,8.172857143,-4.377094071,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,57.1,9.027857143,-2.274644183,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,58,9.122857143,-1.788625871,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,59,8.385166667,-8.103517281,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,60,8.704166667,-3.377954302,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,61,8.975166667,-5.214133465,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,62,8.723166667,-8.039176771,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,63,8.691166667,-5.943655861,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,64,9.023166667,-3.446254228,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,65,9.360166667,-3.899607358,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,66,8.990166667,-4.301488081,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,67,8.955166667,-6.901834529,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,68,9.394166667,-3.683819187,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,69,9.553166667,-2.803838984,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,70,8.453166667,-4.540042894,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,71,8.431166667,-4.805323765,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,72,8.550166667,-5.050807556,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,73,8.337166667,-4.934994638,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,74,8.417166667,-4.792455663,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,75,6.330166667,-7.108714015,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,76,9.247166667,-4.401463334,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,77,8.844166667,-4.744942671,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,78,9.349166667,-3.906536336,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,79,9.181166667,-2.670208694,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,80,7.530166667,-5.313118865,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,81,9.677166667,-1.771421265,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,82,1.979166667,-4.904309164,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,83,5.932166667,-5.395276747,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,84,8.832166667,-5.499211416,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,85,8.844166667,-6.117870164,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,86,9.044166667,-4.338112678,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,87,9.184166667,-5.958503671,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,88,8.274166667,-5.14088427,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,89,9.133166667,-2.442542275,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,90,3.616166667,-4.571718222,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,91,5.283166667,-5.670456158,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,92,9.477166667,-2.069367318,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,93,9.394166667,-2.443532129,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,94,9.190166667,-4.682581869,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,95,9.145166667,-4.721186175,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,96,9.362166667,-5.580379444,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,97.1,8.956166667,-3.147318321,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,98,8.058166667,-4.192604141,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,99,5.098166667,-2.534598697,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,100,8.431166667,-3.523462839,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,101,9.273166667,-4.338112678,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,102,9.271166667,-1.781319805,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,103,9.143166667,-2.129748412,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,104,9.502166667,-1.053777118,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,105.1,9.155166667,-2.485105997,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,106,8.842166667,-1.989189145,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,107,7.946166667,-5.681344552,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,108,7.764166667,-5.720938712,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,109,9.134166667,-1.541775138,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,110,8.493166667,-4.601413841,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,111,7.661166667,-5.129006022,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,112,7.671142857,-5.191743911,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,113,9.486142857,-1.039306395,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,114,7.585142857,-4.615648885,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,115,8.201142857,-3.6535108,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,116,5.011142857,-6.337994839,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,117,4.856142857,-6.472614982,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,118,7.144142857,-5.009610775,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,119,8.459142857,-3.783181674,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,120,6.300142857,-6.280583307,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,121,8.128142857,-5.303597412,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,122,8.064142857,-4.722553116,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,123,6.408142857,-6.959623148,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,124,8.672142857,-3.495134161,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,125,8.165142857,-3.117009934,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,126,8.200142857,-5.007631067,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,127,8.269142857,-3.201147524,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,128,8.749142857,-3.681226712,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,129,8.51075,-3.418950755,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,130,8.50875,-2.977475872,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,131,9.11375,-1.925261074,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,132,8.74575,-3.623850532,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,133,8.59575,-2.985394704,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,134,7.83875,-4.861168028,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,135,7.40375,-5.291754516,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,136,8.52875,-3.504078198,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,137,9.00675,-2.48650829,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,138,10.03175,-1.777772829,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,139,8.23875,-4.332585994,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,140,8.89175,-3.280371195,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,141,10.28775,-2.42711705,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,142,8.63975,-3.140801782,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,143,9.08275,-2.645874783,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,144,8.94775,-3.555550606,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,145,7.65975,-4.975001237,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,146,8.81075,-4.294971542,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,147,7.28875,-4.805736204,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,148,8.81375,-3.639688196,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,149,8.87975,-2.682499381,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,150,9.20175,-2.870571641,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,151,8.16475,-4.201925266,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,152,8.36775,-4.366241029,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,153,8.70175,-4.387027963,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,154,9.26575,-4.031670379,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,155,8.53875,-3.448646375,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,156,8.99775,-4.33654541,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,157,8.44775,-4.474135115,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,158,8.18775,-5.581781737,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,159,8.64475,-4.492942341,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,160,8.60475,-3.235827765,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,161,8.66175,-7.069532294,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,162,8.01275,-6.404350408,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,163,8.85775,-10.1915318,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,164.1,9.79775,-7.558520168,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,165,9.42375,-8.16827023,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,166,9.44775,-8.175199208,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,167,8.43575,-10.04800297,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,167.9,8.60575,-12.47215541,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,169,8.42275,-12.5196684,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,170,9.08975,-4.946295471,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,171,9.91875,-7.04874536,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,172,9.82375,-10.9725266,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,173,8.00875,-9.614446919,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,174,9.63175,-5.529319475,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,175,8.13675,-5.927240782,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,176,6.90475,-6.689428359,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1108,177,8.72575,-5.43132393,T3,l,Taishir,N46 39.713',E96 34.251',,,,,
U1241,1,1.7772,0.639995051,T1,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,2,-0.9278,-14.73144766,T1,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,3,-0.6538,-9.109076961,T1,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,8,-0.5518,-16.288488,T1,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,9,4.5052,-4.602271715,T1,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,10,4.2812,-4.403311062,T1,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,11,3.7572,-6.06725563,T1,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,12,5.7052,-5.503038852,T1,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,14,5.9702,-3.750007424,T1,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,15,6.6682,-7.04820094,T1,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,20,3.5792,-20.84082653,T1,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,21,3.1822,-17.996976,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,31,3.6582,-17.87819352,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,32,3.6782,-11.85394209,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,33,6.1052,-8.94773076,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,34,4.9982,-9.707938629,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,35,5.4202,-8.418158872,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,36,5.4002,-8.637906459,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,37,4.9312,-7.368913635,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,38,4.4012,-10.37905964,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,39,4.0362,-11.31942094,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,40,5.3102,-7.457010641,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,41,5.6732,-3.527290275,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,42,4.4242,-9.152630537,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,42,4.3772,-9.196184113,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,43,5.9662,-7.925211581,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,44,3.8552,-12.11130413,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,45,4.8922,-10.24146993,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,46,3.7652,-15.5589656,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,47,3.4982,-11.87373917,T2,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,48,0.210777778,-4.803783992,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,49,-1.137222222,-3.798092331,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,50,-0.814222222,-7.690198246,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,51,2.0672,-3.183810938,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,52,3.307777778,-7.698117078,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,53,2.1812,-6.219693145,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,54,2.547777778,-8.872083918,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,55,3.1332,-7.737139322,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,56,4.5852,-2.990789409,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,57,5.430777778,-3.50311584,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,58,4.9162,-3.070967582,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,59,4.4132,-6.023702054,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,60,4.4982,-4.639886167,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,61,3.9872,-4.135060629,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,62,5.3052,-3.496604801,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,63,4.4472,-3.710413264,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,64,3.3492,-7.397619401,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,65,3.5262,-3.697545162,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,66,3.6232,-4.368666172,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,67,4.0972,-3.424345459,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,68,3.4262,-3.326349913,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,69,3.5402,-7.68467706,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,70,3.661777778,-7.247733509,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,71,4.3242,-7.070967582,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,72,5.155,-5.267915532,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,73,7.127,-12.79377547,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,74,5.418,-11.18724243,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,75,5.764,-11.01005857,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,76,5.692,-9.968732162,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,77,5.329,-7.829657675,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,78,5.208,-9.495581952,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,79,5.792,-8.289939784,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,80,7.498,-10.31617091,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,81,8.513,-6.672518354,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,82,5.914,-4.504738101,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,83,6.383,-8.262223872,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,84,5.541,-6.161753691,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,85,6.122,-7.375314691,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,86,7.003,-7.210009074,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,87,5.372777778,-5.479854271,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,88,5.51,-5.915280046,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,89,5.963777778,-7.812940141,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,90,5.09,-8.931365174,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,91,6.869,-12.50968737,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,92,4.567,-8.421590365,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,93,9.617,-7.905876433,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,94,5.553,-9.080833127,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,95,6.101,-8.406742555,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,96,4.937,-9.509439908,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,97,5.181,-9.870736616,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,98,6.162,-7.240694548,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,99,5.026777778,-9.243279166,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,100,5.203,-9.993478512,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,101,5.528,-9.297611152,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,102,4.194777778,-6.949787456,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,103,7.826,-7.763337458,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,104,5.456777778,-15.53281146,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,105,7.098,-11.68612885,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,106,7.423,-11.43074651,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,107,9.029,-9.003624515,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,108,9.491777778,-6.374682284,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,109,9.035,-7.630697022,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,110,9.453777778,-3.55755781,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,111,10.284,-2.772493607,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,112,8.297,-7.817779428,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,113,10.01,-4.990756413,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,114,10.027,-4.989766559,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,115,8.91,-6.992241194,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,116,6.464,-8.92047678,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,117,10.938,-2.340917265,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,118,10.274,-3.191201848,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,119,10.592,-4.545322115,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,120,10.464,-4.705678462,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,121,8.523,-6.120179823,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,122,6.823,-6.47850697,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,123,10.848,-3.307014765,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,124,9.653,-6.389420111,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,125,10.22466667,-6.057983997,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,126,9.106666667,-6.92806566,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,127,9.937666667,-6.748902087,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,128,9.316666667,-6.897380186,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,129,8.239666667,-4.431653881,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,130,8.089666667,-3.69817207,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,131,9.337666667,-3.375479667,T3,d,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
U1241,132,8.862666667,-6.490550194,T3,l,Northern Bayangol,"N46 50' 13.8""","E96 20' 21.7""",,,,,
